name,address,city,state,zip,lat,lng,
Camping World - San Martin,"13575 Sycamore Avenue,",San Martin,California,95046,37.099308,-121.59924,
Camping World - San Bernardino,"151 East Redlands Blvd,",San Bernardino,California,92408,34.083458,-117.270016,
Camping World - La Mirada,"14900 South Firestone Blvd,",La Mirada,California,90638,33.902045,-118.008961,
Camping World - Rocklin,"4435 Granite Drive,",Rocklin,California,95677,38.791075,-121.234854,
Camping World - Fairfield,"4350 Central Place,",Fairfield,California,94585,38.192498,-121.927529,
Campers Corral,"635 Antelope,",Red Bluff,California,96080,40.18189,-122.377104,
Camping World - Bakersfield,"6801 Colony Street,",Bakersfield,California,93307,35.24512,-118.9411,
Camping World - Cordelia,"4350 Central Pl,",Cordelia,California,94585,38.192498,-121.927529,
California RV Sales Inc,"14166 Slover Avenue,",Fontana,California,92337,34.049809,-117.470613,
Camper's West RV,"400 Quintana,",Morro Bay,California,93442,35.401934,-120.799362,
California RV Supercenter,"170 Todd Road,",Santa Rosa,California,95407,38.3933,-122.745048,
California Trailer/rv Supply,"2370 Twin View Blvd,",Redding,California,96003,40.751937,-122.230678,
Calimesa RV,"24563 Redlands Blvd,",San Bernardino,California,92408,34.083458,-117.270016,
Camp Quest,"12605 San Pablo Avenue,",Richmond,California,94805,37.942798,-122.322923,
Camper Hutch,"70 West Jackson Street,",Hayward,California,94544,37.63382,-122.0572,
California RV,"1155 Automall Drive,",Lancaster,California,93534,34.713292,-118.15292,
California RV,"477-3 East Wetmore,",Manteca,California,95336,37.830267,-121.20102,
California RV Rentals,"730 North 9th Street,",Modesto,California,95350,37.671978,-121.007405,
California RV,"1205 North Oxnard Blvd,",Oxnard,California,93030,34.205247,-119.174092,
California RV,"311 Daily Drive,",Camarillo,California,93010,34.227892,-119.079552,
California Manufacturing Co,"1026 East Main Street,",Brawley,California,92227,32.990121,-115.358757,
California RV,"1525 Sierra Highway,",Acton,California,93510,34.450906,-118.227614,
California Creative Awnings,"1093 East Main Street,",El Cajon,California,92021,32.838798,-116.869956,
California Hitchworks Inc,"10229 Prospect Avenue,",Santee,California,92071,32.852358,-116.987842,
California Custom Power Sports,"10391 East Stockton Blvd,",Elk Grove,California,95624,38.427507,-121.314899,
California Comfort Vans Inc,"15040 Goldenwest Circle,",Westminster,California,92683,33.752468,-117.993933,
California Classic Van,"1533 Mission Road,",S San Francisco,California,94080,37.65549,-122.422075,
California Central RV Center,"4801 Feather River Blvd 326,",Oroville,California,95965,39.593945,-121.581363,
Calabazas RV & Truck Repair,"2555 Lafayette Street, #107,",Santa Clara,California,95050,37.351157,-121.952295,
Cal-state Muffler,"312 South Main Street #3,",Milpitas,California,95035,37.444349,-121.868859,
California Campers,"1692 Tacoma Way #12,",Redwood City,California,94063,37.493297,-122.195535,
Cal-western RV & Marine,"13659 Pumice Street,",Santa Fe Springs,California,90670,33.933565,-118.062611,
Cal-coin Service Co,"1820 South Santa Anita Avenue,",Arcadia,California,91006,34.136258,-118.026704,
C O Palmer & Son's,"18637 A Sam Hill Drive,",Anderson,California,96007,40.458029,-122.27783,
C N C Canvas Co,"5057 Horner Avenue,",Stockton,California,95215,37.949421,-121.157283,
C & S RV & Truck,"701 North Rice Avenue,",Oxnard,California,93030,34.205247,-119.174092,
C & M Body & RV Repair,"739 North Ben Maddox Way,",Visalia,California,93292,36.37559,-119.211689,
C & G Trailer,"9241 Sonrisa Blvd,",Bellflower,California,90706,33.887821,-118.12725,
C & D Motorhomes,"83-500 Highway 111,",Indio,California,92201,33.710984,-116.204844,
C & C RV Parts & Service,"593 North Citracado Parkway,",Escondido,California,92029,33.0824,-117.127641,
C & D Motorhomes,"1338 East Main Street,",El Cajon,California,92021,32.838798,-116.869956,
Ben's RV Storage & Repair,"2901 Elkhorn Blvd,",North Highlands,California,95660,38.678545,-121.379969,
C & D Motorhomes,"3939 Ruffin Road,",San Diego,California,92123,32.806794,-117.13493,
Beaumont RV Sales & Service,"910 West Highway 60,",Beaumont,California,92223,33.948255,-116.987839,
Bellany Eq Brokers,"Po Box 459,",Fowler,California,93625,36.624539,-119.671874,
Beaudry RV,"999 Linda Vista Drive,",San Marcos,California,92069,33.170775,-117.158676,
Bay Equipment And Repair,"3393 Enterprise Avenue,",Hayward,California,94545,37.605905,-122.126873,
Bay Area Recreational Vehicle,"1040 West Kettleman Lane #149,",Lodi,California,95240,38.114388,-121.144658,
Banning RV Discount Center,"910 Western Knolls Road/west Hwy 60,",Beaumont,California,92223,33.948255,-116.987839,
Baker Distributing Co,"2375 Davis Street,",San Leandro,California,94577,37.713275,-122.16735,
Baker Distributing Co,"3000 Orange Grove Avenue,",N Highlands,California,95660,38.678545,-121.379969,
Baker Distributing Co,"1853 East Mckinley Avenue,",Fresno,California,93703,36.76886,-119.762393,
Baker Distributing Co,"1295 Emerald Avenue, Suite D,",Modesto,California,95351,37.623601,-120.996324,
Baker Distributing Co,"6805 Sierra Court #e,",Dublin,California,94568,37.715245,-121.9147,
Baker Distributing Co,"300 West Robles, Bldg J,",Santa Rosa,California,95407,38.3933,-122.745048,
Baker Distributing Co,"1501 Minnesota Street,",San Francisco,California,94107,37.76046,-122.399724,
Baker Distributing Co,"1351 Old Bay Shore,",San Jose,California,95112,37.344482,-121.883535,
Baker Distributing Co,"849 West 8th Street,",Chico,California,95926,39.745628,-121.843834,
Backroads Inc,"801 Cedar Street,",Berkeley,California,94710,37.863914,-122.306465,
Baker Distributing Co,"2065 Commerce Avenue,",Concord,California,94520,37.995285,-122.040627,
B & V Enterprises,"7818 North Leonard,",Clovis,California,93611,36.825296,-119.68019,
B C I Coachworks,"19020 Indian Avenue, Suite 2g,",N Palm Springs,California,92258,33.915839,-116.559873,
B & T Sales Inc,"25690 Baffin Bay,",Lake Forest,California,92630,33.645736,-117.685503,
B & L Trailer Supply Inc,"11 Quinta Court,",Sacramento,California,95823,38.474099,-121.443454,
B & B RV Center,"27170 West Highway 58,",Barstow,California,92311,34.980294,-116.964449,
B & L RV,"2905 San Pablo Dam Road,",San Pablo,California,94803,37.959549,-122.283578,
B & K RV Sales,"1399 East 6th Street,",Beaumont,California,92223,33.948255,-116.987839,
B & B Motors,"31910 Yucaipa Blvd,",Yucaipa,California,92399,34.032301,-117.010574,
Automotive Maint Machine,"199-j Mayhew Way,",Walnut Creek,California,94596,37.889098,-122.037553,
Auto Ready Inc,"2106 West Foothill Blvd,",Upland,California,91786,34.105282,-117.662035,
Auto House Europa,"2975 South King Road,",San Jose,California,95122,37.328684,-121.835269,
Atlas Truck Body,"1135 East State Street,",Ontario,California,91761,34.035602,-117.591528,
Auburn RV Service Center,"111 Southerland Drive,",Auburn,California,95603,38.915869,-121.080284,
Audio Plus Performance,"43906 East Florida Avenue,",Hemet,California,92544,33.648169,-116.895308,
Assured RV Service,"314 South 8th Street,",Banning,California,92220,33.948948,-116.832362,
Asap Heating & Air Conditioning,"1436 Aviation Blvd,",Redondo Beach,California,90278,33.873215,-118.37036,
Athena Technical Products,"3750 Maybee Lane,",Santa Cruz,California,95065,37.031475,-121.98334,
Arrow Trailer Supply,"1363 West Holt Blvd,",Ontario,California,91761,34.035602,-117.591528,
Arlin's Recreation Center,"5074 Clark Road,",Paradise,California,95969,39.716846,-121.64618,
Arps Auto Body & Automotive,"7755 San Luis Avenue,",Atascadero,California,93422,35.463544,-120.692911,
Arjay & Co,"401 North Shasta Street,",Anaheim,California,92807,33.848733,-117.788357,
Appliance Service Center Of Sc,"705 North Branciforte Avenue,",Santa Cruz,California,95062,36.970525,-121.987488,
Applied Gmc Service,"47626 Kayto Road,",Fremont,California,94538,37.501368,-121.956753,
Appliance Doctor,"14252 Old White Toll Road,",Grass Valley,California,95945,39.196387,-120.972289,
Apple Valley RV,"22276 Ottawa Road,",Apple Valley,California,92308,34.424366,-117.161295,
Apex RV Services,"157 Pistachio Avenue,",Ventura,California,93004,34.278679,-119.165615,
Apex Co,"6964 Bandini Boulevard,",City Of Commerce,California,90040,33.994523,-118.149952,
Antler Resort & Marina,"20679 Antlers Road,",Lakehead,California,96051,40.9332,-122.382788,
Andersons RV Service,"14007 Marquardt Avenue,",Santa Fe Springs,California,90670,33.933565,-118.062611,
Antelope Valley RV Repair Inc,"37621 6th Street East,",Palmdale,California,93550,34.408548,-118.123592,
Angelus Mobileasing Co Inc,"1134 Santa Anita Avenue,",South El Monte,California,91733,34.046243,-118.053748,
Burke Engineering,"111 Unit B Center Avenue,",Pacheco,California,94553,37.993892,-122.136441,
Buster's Mh & Auto Body,"2050 Orchard Avenue,",San Leandro,California,94577,37.713275,-122.16735,
Browns Valley Truck & RV,"5003 Highway 20,",Browns Valley,California,95918,39.301229,-121.337929,
Budget RV,"7860 El Cajon Blvd,",La Mesa,California,91941,32.759333,-116.997247,
Brown's Recreation Center Inc,"9702 Highway 53,",Lower Lake,California,95457,38.882973,-122.53272,
Broken Wheel RV,"1301 East Mcfadden,",Santa Ana,California,92705,33.765639,-117.790075,
Broadway RV,"1911 North Broadway,",Santa Maria,California,93454,34.923013,-120.259463,
Bridgeport RV World,"205 A South Puente Street,",Brea,California,92821,33.927561,-117.887086,
Bridge Bay Resorts,"10300 Bridge Bay Road,",Redding,California,96003,40.751937,-122.230678,
Bria Recreation,"358 Yolanda,",Santa Rosa,California,95404,38.525733,-122.690443,
Brian Vester RV Repair,"3898 Dawes Street,",Riverside,California,92503,33.882579,-117.442303,
Brawley Trailer Sales,"1634 East Main,",Brawley,California,92227,32.990121,-115.358757,
Brawley's RV Sport,"5933 Mchenry Avenue,",Modesto,California,95356,37.718023,-121.032714,
Bpb Enterprises,"3523 Washington Street,",Riverside,California,92504,33.903134,-117.398044,
Bob's RV Service Of Quincy Ca,"719 Lee Road,",Quincy,California,95971,39.940063,-120.891328,
Bob's Travel Center,"700 Santa Rosa Avenue,",Santa Rosa,California,95404,38.525733,-122.690443,
Bonessa Brothers,"8595 Monterey Highway,",Gilroy,California,95020,37.018419,-121.554249,
Bobs Trailer Supply,"44219 East Florida,",Hemet,California,92544,33.648169,-116.895308,
Bob's RV Sales & Rentals,"8835 Alondra,",Paramount,California,90723,33.898883,-118.166629,
Boken Corporation,"17800 South Main Street, #120,",Gardena,California,90248,33.878432,-118.284104,
Bob's RV Repair,"215 Avenue Of Flags,",Buellton,California,93427,34.610436,-120.219523,
Bob Silva Ford & RV,"321 Prosperity Blvd,",Chowchilla,California,93610,37.098303,-120.281212,
Bob Miller RV,"1463 East 6th Street,",Beaumont,California,92223,33.948255,-116.987839,
Bob Sales,"2006 West Olive,",Porterville,California,93257,35.988087,-118.860221,
Bob's Motorhome Rentals,"8911 Katella Avenue,",Anaheim,California,92804,33.818246,-117.974985,
Bob Howle Automotive,"42033 6th Street West, Suite C,",Lancaster,California,93534,34.713292,-118.15292,
Bob Aros Ent,"239 Nieto Avenue, Suite A,",Long Beach,California,90803,33.756289,-118.130636,
Bob Henderson Truck Repair,"12625 Los Osos Street,",Redding,California,96003,40.751937,-122.230678,
Blue Flame Propane,"12233 Highway 178,",Lake Isabella,California,93240,35.617546,-118.452285,
Blair Station,"71875 Dillon Road,",Desert Hot Springs,California,92241,33.842584,-116.2929,
Bluebird RV,"3025 Wenyor Way,",Lake Isabella,California,93240,35.617546,-118.452285,
Blau Kraft Industries,"29660 Cadena Drive,",Romoland,California,92585,33.746707,-117.172142,
Bj's & Cindy's Canvas Shoppe,"3660 Main Street #i,",Cottonwood,California,96022,40.336387,-122.448511,
Bj Bear,"1408 Presioca,",Spring Valley,California,91977,32.726237,-116.994318,
Bill's RV Service,"2811 Beene Road,",Ventura,California,93003,34.283668,-119.223196,
Bill Royal RV Repair,"9160 Champ De Elysses,",Forestville,California,95436,38.486817,-122.90562,
Big Tex Trailers,"1425 East 6th Street,",Beaumont,California,92223,33.948255,-116.987839,
Big Bear Canvas,"441 West Country Club Drive,",Big Bear City,California,92314,34.261092,-116.809496,
Best RV Service & Repair,"1058 West 9th Street,",Upland,California,91786,34.105282,-117.662035,
Betty's RV's,"807 North Tehama,",Willows,California,95988,39.491654,-122.26208,
Bertrands Hi Desert Supply,"4331 Inyokern Road,",Ridgecrest,California,93555,35.606509,-117.683472,
Best RV Rentals,"1397 North Main Street,",Manteca,California,95336,37.830267,-121.20102,
Benton & Sons Mobile,"919 Hollister,",San Diego,California,92154,32.557022,-117.006214,
Bennetts RV Sales,"9241 South Harlan Road,",French Camp,California,95051,37.34864,-121.984373,
Benlo RV - Irwindale,"15633 Arrow Highway,",Irwindale,California,91706,34.09741,-117.968269,
East Bay RV,"4961 Pacheco Blvd,",Martinez,California,94553,37.993892,-122.136441,
Echo Lodge Inc,"451 Parker Dam Road,",Parker Dam,California,92267,34.273755,-114.196525,
Bert's Mega Mall,"1151 North Azusa Avenue,",Covina,California,91722,34.097345,-117.906736,
Eagle RV Parts & Service,"661 Crow Creek Drive,",Galt,California,95632,38.274451,-121.259201,
E S E Enterprises Inc,"115 West Main Street,",Ontario,California,91762,34.05941,-117.674011,
E K Mobile & RV Trailer,"421 South Orange Avenue,",El Cajon,California,92020,32.795508,-116.969747,
Dwayne's Air Conditioning,"1755 East Crabtree,",Porterville,California,93257,35.988087,-118.860221,
Dr Scotts RV Clinic,"2351 West 10th Street,",Antioch,California,94509,37.996501,-121.812301,
Drone's RV,"1781 Rogers Avenue,",San Jose,California,95112,37.344482,-121.883535,
Dougs RV,"26120 Cordoba Drive,",Hemet,California,92545,33.729853,-117.03406,
Dutch's Marine & RV,"6100 Redwood Blvd,",Novato,California,94945,38.134068,-122.52719,
Duco Inc,"13017 Artesia Blvd D-100,",Cerritos,California,90703,33.867743,-118.069472,
Double D RV,"11510 Woodside Avenue,",Santee,California,92071,32.852358,-116.987842,
Don's RV Repair,"9107 South Mills Avenue,",Whittier,California,90603,33.945555,-117.990719,
Doug Foust RV,"Po Box 3241,",Beaumont,California,92223,33.948255,-116.987839,
Don's RV,"2409 Borax Drive,",Santa Clara,California,95051,37.34864,-121.984373,
Don's Auto & RV Center,"5058 York Blvd,",Los Angeles,California,90042,34.114708,-118.192098,
Don's RV Center,"4872 Rohde Road,",Ceres,California,95307,37.554269,-120.951523,
Domiano RV Inc,"6441 Burt Road, Space #33,",Irvine,California,92618,33.666942,-117.732094,
Don's,"15880 Highway 101,",Klamath,California,95548,41.593204,-124.045992,
Discount Vans,"7601 Ramish Avenue,",Bell Gardens,California,90201,33.970343,-118.171368,
Discount RV,"Po Box 491642,",Redding,California,96049,41.77186,-123.327375,
Dinuba RV Center Inc,"210 Highway 12,",Rio Vista,California,94571,38.148862,-121.737696,
Discount RV,"6643 Cr 20,",Orland,California,95963,39.736308,-122.259338,
Discount Boat & RV Supplies,"2494 Lake Tahoe Blvd,",S Lake Tahoe,California,96150,38.869825,-120.008594,
Discount RV Supply,"2494 Lake Tahoe Blvd,",S Lake Tahoe,California,96150,38.869825,-120.008594,
Diesel-tune,"10780 Fairford Avenue,",Downey,California,90241,33.940445,-118.129022,
Dinuba RV Center,"391 South Alta Avenue,",Dinuba,California,93618,36.521012,-119.389446,
Dfm Auto Repair,"575 South State Street,",Ukiah,California,95482,39.135023,-123.259338,
Dicks Campers & Trailers,"#7 Poco Way,",American Canyon,California,94589,38.18735,-122.224074,
Devco Heating & Air,"3000 North State Street,",Ukiah,California,95482,39.135023,-123.259338,
Desert Toys RV,"1223 Sabovich Street #79-b,",Mojave,California,93501,35.067111,-118.184941,
Desert Sport Camper,"1964 South Santa Fe Avenue,",Vista,California,92083,33.19784,-117.248203,
Diamond Aire,"11815 Pecos Road,",Apple Valley,California,92308,34.424366,-117.161295,
Desert Auto & Hardware Inc,"5152 Adobe Road,",29 Palms,California,92277,34.141358,-115.621168,
Denis RV Center,"2419 Monte Vista,",Turlock,California,95382,37.528476,-120.853313,
Demartini RV Sales,"11720 Maltman Drive,",Grass Valley,California,95945,39.196387,-120.972289,
Demartini RV Sales,"1305 East Main Street,",Grass Valley,California,95945,39.196387,-120.972289,
Demartini RV Sales,"2412 Princeton Street,",Sacramento,California,95815,38.605407,-121.447593,
Deluxe Truckin' & Mobility,"6550 Freeport Blvd,",Sacramento,California,95822,38.512787,-121.493618,
Deluxe RV,"8595 Rosecrans,",Paramount,California,90723,33.898883,-118.166629,
Davies Enterprises,"5061 Woodcrest Drive,",Yorba Linda,California,92886,33.896339,-117.796416,
Del Mechanical,"16137 Medlar,",Chino Hills,California,91709,33.963723,-117.738596,
Delta Recreation RV Center,"Po Box 36,",Bethel Island,California,94511,38.028939,-121.640521,
Delta Refrigeration,"5 Hill Court,",Rio Vista,California,94571,38.148862,-121.737696,
Delta RV,"1960 Ramada Drive,",Paso Robles,California,93446,35.662509,-120.749865,
Dave's Trailer Service,"155 O'hara Avenue,",Oakley,California,94561,37.993936,-121.691139,
Dave's RV Center,"30 North Clovis Avenue,",Clovis,California,93612,36.814864,-119.710596,
David & Joanne Inc,"225 Wake Avenue,",El Centro,California,92243,32.770197,-115.59859,
Complete RV Service,"504 Mathew Street,",Santa Clara,California,95050,37.351157,-121.952295,
Complete RV,"14252 Tuolumne Road,",Sonora,California,95370,37.984549,-120.349264,
Colton Truck Terminal Garage,"863 East Valley Blvd,",Colton,California,92324,34.02452,-117.289255,
Comfort Thermal Services,"3515 Fidler Avenue,",Long Beach,California,90808,33.823943,-118.111335,
Coastal RV Service,"240 Sierra Vista Court,",Aptos,California,95003,37.0067,-121.878207,
Coast RV Center Inc,"28404 Roadside Drive,",Agoura,California,91301,34.123286,-118.758541,
Cobb Family RV Rentals,"1903 West Vista Way,",Vista,California,92083,33.19784,-117.248203,
Coast Mobile RV,"3031 Independence Street,",Marina,California,93933,36.686845,-121.786887,
Coast Marine Inc,"537 Newport Center Drive #119,",Newport Beach,California,92660,33.634626,-117.874882,
Coachmaster RV & Auto Repair,"2805 Chicago Avenue,",Riverside,California,92507,33.970847,-117.32512,
Coast Appliance Parts,"2606 Lee Avenue,",South El Monte,California,91733,34.046243,-118.053748,
Coach Services,"1655 Circle B Road,",Paso Robles,California,93446,35.662509,-120.749865,
Coach Repair Inc,"4630 Mchenry Avenue,",Modesto,California,95356,37.718023,-121.032714,
Clovis RV Inc,"984 West Shaw Avenue,",Clovis,California,93612,36.814864,-119.710596,
Cliff's Electric Co,"1023 South Meeker Avenue,",West Covina,California,91790,34.066964,-117.937007,
Classic RV Inc,"6441 Burt Road, Lot 16,",Irvine,California,92618,33.666942,-117.732094,
Class Act Motorhomes,"26422 Viva California,",Capistrano Beach,California,92624,33.451469,-117.659056,
Clark's RV Supply,"1034 West Ward Avenue,",Ridgecrest,California,93555,35.606509,-117.683472,
Chula Vista Camper/trailer,"679 Broadway,",Chula Vista,California,91910,32.637868,-117.058031,
Chiaroni RV,"4840 Petaluma Hill Road,",Santa Rosa,California,95404,38.525733,-122.690443,
Cherokee Campers,"2812 North Wilson Way,",Stockton,California,95205,37.964578,-121.259841,
Chandler Of Palm Springs,"1243 North Gene Autrey Trail,",Palm Springs,California,92262,33.860925,-116.566176,
Chavez RV/cahoon's Trailer Svc,"580 El Camino Real North,",Salinas,California,93907,36.769389,-121.667532,
Chadwick Professional Services,"27721 Cummins Drive,",Laguna Niguel,California,92677,33.528868,-117.701175,
Chavez RV/cahoon's Trailer Svc,"1150 Walker Drive,",Soledad,California,93960,36.389618,-121.343146,
Chad's Custom Canvas,"17745 Highway 67,",Ramona,California,92065,33.053006,-116.850651,
Certified Welding Co,"6242 Starlight Lane, Rt 1,",San Andreas,California,95249,38.189115,-120.638708,
Century Wheel & Rim,"2101 B Haffley Avenue,",National City,California,91950,32.670646,-117.094668,
Certified RV Repair,"8340 San Fernando,",Sun Valley,California,91352,34.230854,-118.365856,
Century Service Center,"1807 Truesdale,",Eureka,California,95503,40.738322,-124.107619,
Central Valley RV Service,"15257 South Highway 99 E F Rontage Road,",Manteca,California,95336,37.830267,-121.20102,
Central Valley RV Repair,"610 Eubanks Court, Suite A-1,",Vacaville,California,95688,38.408571,-122.022775,
Central Valley RV Repair,"110 South Cherokee Lane, Suite B,",Lodi,California,95240,38.114388,-121.144658,
Central Valley RV Repair,"4728 East Carmen,",Fresno,California,93703,36.76886,-119.762393,
Central RV,"2170 Hutton Road,",Nipomo,California,93444,35.037198,-120.504593,
Central Coast Featherlite,"46 East Hwy @ Goldenhill Road,",Paso Robles,California,93446,35.662509,-120.749865,
Center City Shell,"3810 Massachusetts Avenue,",La Mesa,California,91941,32.759333,-116.997247,
Cedar Stock Resort,"45810 State Highway 3,",Trinity Center,California,96091,41.034706,-122.791321,
Cb RV,"1895 Fillmore Street,",Santa Clara,California,95050,37.351157,-121.952295,
Central Air Conditioning,"1826 West Tulare Avenue,",Tulare,California,93274,36.178091,-119.370752,
Casitas Trailer Rentals,"11311 Santa Ana Road,",Ventura,California,93001,34.03734,-119.800786,
Carstens Motors Inc,"245 North Main,",Alturas,California,96101,41.452711,-120.53846,
Carson RV Repair,"5416 Allan Court,",Rocklin,California,95677,38.791075,-121.234854,
Carmer Collision & RV,"34126 Moongate Court,",Dana Point,California,92629,33.47512,-117.705675,
Carl's Acres Of Trailers,"1200 West Mission Blvd,",Ontario,California,91761,34.035602,-117.591528,
Dan's Auto & RV Repair,"8505 Church Street, Unit 17,",Gilroy,California,95020,37.018419,-121.554249,
Cardo Industries,"1054 El Camino Avenue,",Sacramento,California,95815,38.605407,-121.447593,
Dan Shavlik's RV Service,"570 East Soscol Avenue,",Napa,California,94559,38.245724,-122.313405,
Dan Gamel's Redding RV Center,"3750 Auto Mall Drive,",Anderson,California,96007,40.458029,-122.27783,
Dan Gamel's Rocklin RV Center,"3939 Cincinnati Avenue,",Rocklin,California,95765,38.815548,-121.280172,
Dan Gamel's Fresno RV Center,"2448 East Central Avenue,",Fresno,California,93725,36.627211,-119.731888,
Dailey Body Company,"440 High Street,",Oakland,California,94601,37.775545,-122.218705,
Dakota RV Service,"33747 Highway 44,",Shingletown,California,96088,40.51087,-121.876112,
Dan Gamel's Chico RV Center,"180 Eaton Road,",Chico,California,95973,39.891624,-121.841982,
Dale Nichols Trailer & RV,"3336 North Texas Street #j-183,",Fairfield,California,94533,38.280745,-122.00638,
D2 Trailer Sales And Service,"10393 Live Oak Avenue,",Galt,California,95632,38.274451,-121.259201,
Dan Gamel's Camp America,"4080 West Shaw Avenue,",Fresno,California,93722,36.799361,-119.874794,
Dan Gamel's Modesto RV Center,"4400 Salida Blvd,",Salida,California,95368,37.713269,-121.085404,
D & H Service,"1167 East Edgemont Drive,",San Bernardino,California,92404,34.177083,-117.254763,
D & V Porter Ent,"1633 Southern Old Valley Blvd,",La Puente,California,91744,34.031415,-117.93647,
D T I -california,"6881 B District Blvd,",Bakersfield,California,93313,35.16319,-119.046322,
D & D Heating And Cooling,"275 South Main Street #b,",Porterville,California,93257,35.988087,-118.860221,
Cvl RV Specialists,"3479 Sunrise Road,",Rancho Cordova,California,95742,38.577783,-121.201788,
Customline Sales & Mfg,"901 Lakeville Street,",Petaluma,California,94952,38.234553,-122.760385,
Custom RV,"1549 Broadway,",Stockton,California,95205,37.964578,-121.259841,
Custom RV Installations,"35895 Date Palm Drive, #284,",Cathedral City,California,92234,33.818256,-116.466743,
Custom Line RV & Marine,"78595 Alden Circle, Suite 1,",La Quinta,California,92253,33.641767,-116.273943,
Custom RV Inc,"283 East Gretta Lane,",Anaheim,California,92806,33.83796,-117.870494,
Custom RV,"1621 Freedom Blvd,",Freedom,California,95019,36.935538,-121.783134,
Custom Canvas Company,"5482 Arrow Highway,",Montclair,California,91763,34.072329,-117.698315,
Custom Canvas Company,"942 Griffin Street,",Grover Beach,California,93433,35.120888,-120.619664,
Custom Equipment Sales Inc,"330 Keyes Street,",San Jose,California,95112,37.344482,-121.883535,
Curts Trailer Services Inc,"45-831 Salton Street,",Indio,California,92201,33.710984,-116.204844,
Cruise America,"7015 Knott Avenue,",Buena Park,California,90620,33.845223,-118.015292,
Crestview Mobile Home Park,"6387 Motherload Drive, #119,",Placerville,California,95667,38.734925,-120.789952,
Crane's RV Refrigeration,"25 California Street,",Vallejo,California,94590,38.103234,-122.249096,
Cruise America,"796 66th Avenue,",Oakland,California,94621,37.748272,-122.216825,
Country Traveler,"9141 East Rosecrans,",Bellflower,California,90706,33.887821,-118.12725,
Cosme's RV Service,"9573 East Hobsonway,",Blythe,California,92225,33.736458,-114.687973,
Country Time RV Inc,"7207 Indiana Avenue,",Riverside,California,92504,33.903134,-117.398044,
Corona Window Coverings,"254 Ott Street, Unit B,",Corona,California,92882,33.840451,-117.601961,
Corning Truck & Radiator Service,"3525 Highway 99 West,",Corning,California,96021,39.923446,-122.270806,
Cousin Gary's RV,"3000 Park Marina Drive,",Redding,California,96001,40.601778,-122.454973,
Cool Fun Inc,"15825 East Edna Place,",Irwindale,California,91706,34.09741,-117.968269,
Continental Van Conversions,"9745 I Business Park Drive #i,",Sacramento,California,95827,38.556129,-121.324257,
Contra Costa Appliance Service,"2233 Ranch Road,",Brentwood,California,94513,37.922228,-121.668359,
Freedom RV,"3051 East Cartwright,",Fresnio,California,93725,36.627211,-119.731888,
Conejo Trailer,"2400 Thousand Oaks Blvd,",Thousand Oaks,California,91362,34.193326,-118.818684,
Conejo Wholesale Auto & RV,"72 Cunningham Road,",Thousand Oaks,California,91362,34.193326,-118.818684,
Freds Auto Service,"716 West 38th Street,",San Pedro,California,90731,33.731442,-118.278869,
Freemont Camper Repair,"37237 Maple Street, Unit 4,",Fremont,California,94536,37.570508,-121.98125,
Concord Add-ons Inc,"3565 Clayton Road A,",Concord,California,94519,37.988451,-122.013001,
Fox Trailer Sales,"6630 4th Avenue,",Sacramento,California,95817,38.550547,-121.456373,
Foy & Company,"6463 Cholla Avenue,",29 Palms,California,92277,34.141358,-115.621168,
Foothill Trailer,"1085 West Linda Vista Avenue,",Porterville,California,93257,35.988087,-118.860221,
Frederick's Unlimited,"3050 Ramada Drive,",Paso Robles,California,93446,35.662509,-120.749865,
Foretravel Of California,"1700 West Mission Road,",Escondido,California,92029,33.0824,-117.127641,
Fit It Mobile RV & Trailer Repair,"11580 Beverly Blvd,",Whittier,California,90601,34.00784,-118.030271,
Foothill RV,"3397 Highway 12,",Burson,California,95225,38.193762,-120.875928,
First Class RV Body Shop,"4027 East Therese Avenue,",Fresno,California,93725,36.627211,-119.731888,
Fender Factory,"1224 7th Street,",Modesto,California,95354,37.639029,-120.964772,
Far West Trailer Sales,"3912 Portolla Drive,",Santa Cruz,California,95062,36.970525,-121.987488,
Fast RV,"5785-a Stockdale Road,",Paso Robles,California,93446,35.662509,-120.749865,
Feather River RV,"1740 Feather River Blvd,",Oroville,California,95965,39.593945,-121.581363,
Fairlane RV,"2301 Fairlane Road,",Yreka,California,96097,41.756147,-122.659466,
Family RV Center,"2828 Monterey Road,",San Jose,California,95111,37.283111,-121.826245,
Family Trailers,"112 Bell Terrace,",Bakersfield,California,93307,35.24512,-118.9411,
Family RV,"6441 Burt Road #37,",Irvine,California,92618,33.666942,-117.732094,
Fager Body Shop & Fender,"12356 Brock,",Downey,California,90242,33.921793,-118.140588,
Eyers Hitch Center Inc,"350 South Kiely Blvd,",San Jose,California,95129,37.305742,-122.000927,
EXO Mobile RV Service,"6818 sowell ave,",westminster,California,92683,33.752468,-117.993933,
Executive RV Center,"2100 East Orange Thorpe Aveneu,",Fullerton,California,92831,33.879768,-117.89634,
Et's Quality RV,"2021 Live Oak Blvd,",Yuba City,California,95991,38.994187,-121.594591,
Escalon Body & Frame,"2228 East Main Street,",Escalon,California,95320,37.825598,-121.005157,
Ernie's Auto Center Inc,"6281 Graham Hill Road,",Felton,California,95018,37.074092,-122.059372,
Emerald Cove Resort,"12571 Old Marysville Road,",Dobbins,California,95935,39.379346,-121.19231,
Elk Creek RV,"918 Elk Creek Road,",Happy Camp,California,96039,41.687905,-123.483269,
