address,city,name,state,zip
50409 B Highway 16,Hinton 1X3 Canada,Hinton / Jasper KOA Holiday,Alberta,T7V 1
343 Campground Road,Harpers Ferry,Harpers Ferry / Civil War Battlefields KOA Holiday,West Virginia,25425
290 Fox Fire Road,Milton,Huntington / Fox Fire KOA Holiday,West Virginia,25541
350 Days Drive,Sutton,Flatwoods KOA Journey,West Virginia,26601
63 Decker Road,Sheridan,Sheridan / Big Horn Mountains KOA Journey,Wyoming,82801
86 Foothill Boulevard,Rock Springs,Rock Springs / Green River KOA Journey,Wyoming,82901
10061 Kings Dominion Blvd,Doswell,Richmond North / Kings Dominion KOA Holiday,Virginia,23047
79 First Crown Point Road,Strafford,Strafford / Lake Winnipesaukee South KOA Holiday,New Hampshire,03884
231 KOA Road,Wytheville,Wytheville KOA Holiday,Virginia,24382
1240 General Booth Boulevard,Virginia Beach,Virginia Beach KOA Holiday,Virginia,23451
372 Route 115,Twin Mountain,Twin Mountain / Mt. Washington KOA Holiday,New Hampshire,03595
5232 65th Avenue SE,Rochester-6313,Rochester / Marion KOA Journey,Minnesota,55904
3315 West 166th Street,Jordan,Minneapolis Southwest KOA Holiday,Minnesota,55352
1381 Kampground Road,Cloquet,Cloquet / Duluth KOA Journey,Minnesota,55720
10410 Brockton Lane North,Maple Grove,Minneapolis Northwest KOA Journey,Minnesota,55311
2035 Highway 71 North,Jackson,Jackson KOA Journey,Minnesota,56143
18475 Old US Hwy 66,Eureka,St. Louis West / Historic Route 66 KOA Holiday,Missouri,63025
438 Plymouth Street,Middleboro,Boston / Cape Cod KOA Holiday,Massachusetts,02346
510 Brightstar Road NW,Bemidji,Bemidji KOA Journey,Minnesota,56601
84259 County Road 46,Hayward,Albert Lea / Austin KOA Journey,Minnesota,56043
5775 West Farm Road 140,Springfield,Springfield / Route 66 KOA Holiday,Missouri,65802
13654 Hwy 64,Lebanon,Lebanon / Bennett Spring KOA Holiday,Missouri,65536
4171 US-54,Linn Creek,Lake of the Ozarks / Linn Creek KOA Holiday,Missouri,65052
139 South Road,Westhampton,Northampton / Springfield KOA Holiday,Massachusetts,01027
303 NE 3rd Street,Oak Grove,Kansas City East / Oak Grove KOA Holiday,Missouri,64075
4359 Dakota Lane,Joplin,Joplin KOA Journey,Missouri,64804
1631 Waterlily Road,Coinjock,Outer Banks West / Currituck Sound KOA Holiday,North Carolina,27923
14719 Cemetery Road,Wapakoneta,Wapakoneta KOA Holiday,Ohio,45895
6445 Ledge Rd,Thompson,Thompson / Grand River Valley KOA Holiday,Ohio,44086
8644 Porter Central Rd,Sunbury,Sunbury / Columbus North KOA Holiday,Ohio,43074
7652 Pymatuning Lake Road,Williamsfield,Andover / Pymatuning Lake KOA Holiday,Ohio,44093
187 State Route 303,Streetsboro-5245,Streetsboro / Cleveland SE KOA Holiday,Ohio,44241
162 KOA Lane,Statesville,Statesville / I-77 KOA Journey,North Carolina,28677
7415 Market Street,Wilmington,Wilmington KOA Holiday,North Carolina,28411
24787 Luckey Road,Perrysburg,Toledo East / Stony Ridge KOA Journey,Ohio,43551
East Shoreway Drive KOA,Sandusky,Sandusky / Bayshore KOA Holiday,Ohio,44870
33807 Winona Road,Salem,Salem / Lisbon KOA Holiday,Ohio,44460
6787 Baker 47,Shelby,Shelby / Mansfield KOA Resort,Ohio,44875
901 E High Street,Mt. Gilead,Mt. Gilead KOA Holiday,Ohio,43338
29150 Pattor Rd,Logan,Logan / Hocking Hills KOA Holiday,Ohio,43138
4145 Fresno Rd. NW,Carrollton,Carrollton KOA Holiday,Ohio,44615
760 Franklin Rd,Lebanon,Lebanon / Cincinnati NE KOA Holiday,Ohio,45036
24688 County Road 10,Coshocton,Coshocton KOA Holiday,Ohio,43812
4460 Walnut Road,Buckeye Lake,Buckeye Lake / Columbus East KOA Holiday,Ohio,43008
3232 Downing Street SW,East Sparta,Canton / East Sparta KOA Holiday,Ohio,44626
6918 Bunker Hill Road South,Butler,Butler / Mohican KOA Journey,Ohio,44822
7796 Wellbaum Road,Brookville,Dayton KOA Holiday,Ohio,45309
15487 Creed Rd,Lake Milton,Lake Milton / Berlin Lake KOA Holiday,Ohio,44429
465 Kenric Road,Lumberton,Lumberton / I-95 KOA Journey,North Carolina,28360
1565 B Street,New Bern,New Bern KOA Holiday,North Carolina,28560
1896 Trox St,Greensboro,Greensboro KOA Journey,North Carolina,27406
18562 NC HWY 481,Enfield,Enfield / Rocky Mount KOA Journey,North Carolina,27823
117 Happy Valley Road,Marble,Murphy / Peace Valley KOA Holiday,North Carolina,28905
92 KOA Campground Road,Cherokee,Cherokee / Great Smokies KOA Holiday,North Carolina,28719
2708 Highway 70 East,Swannanoa,Asheville East KOA Holiday,North Carolina,28778
309 Wiggins Road,Candler,Asheville West KOA Holiday,North Carolina,28715
123 Harmony Mountain Lane,Boone,Boone KOA Holiday,North Carolina,28607
6299  Quay Road AL,Tucumcari,Tucumcari / Route 66 KOA Journey,New Mexico,88401
11824 Highway 180 E,Silver City,Silver City KOA Holiday,New Mexico,88022
1501 Lead Street,Lordsburg,Lordsburg KOA Journey,New Mexico,88045
76 County Road a25a,Las Vegas,"Las Vegas, New Mexico  KOA Journey",New Mexico,87701
1330 South 2nd Street,Raton,Raton KOA Journey,New Mexico,87740
26 Cibola Sands Loop,Grants,Grants KOA Journey,New Mexico,87020
25099 NC Hwy 12,Rodanthe,Cape Hatteras / Outer Banks KOA Resort,North Carolina,27968
"2 Manthei Road, Highway 285",Carlsbad,Carlsbad KOA Holiday,New Mexico,88220
12400 Skyline Road NE,Albuquerque,Albuquerque KOA Journey,New Mexico,87123
934 Old Las Vegas Highway,Santa Fe,Santa Fe KOA Journey,New Mexico,87505
555 South Hill Road,Bernalillo,Albuquerque North / Bernalillo KOA Journey,New Mexico,87004
814 Weinrich Road,Las Cruces,Las Cruces KOA Journey,New Mexico,88007
412 24th Street,Alamogordo,Alamogordo / White Sands KOA Journey,New Mexico,88310
397 Animal Safari Road,Branson,Branson KOA Holiday,Missouri,65616
221 Road East 85,Ogallala,Ogallala / I-80 KOA Journey,Nebraska,69153
14601 Highway 6,Gretna,West Omaha / NE Lincoln KOA Holiday,Nebraska,68028
120 Road East 80,Ogallala,Ogallala / Tri Trails KOA,Nebraska,69153
2154 Route 302,Lisbon,Littleton / Franconia Notch KOA Holiday,New Hampshire,03585
214 Killdeer Lane,Natural Bridge,Natural Bridge / Lexington KOA Holiday,Virginia,24578
904 South B Road,Doniphan,Grand Island KOA Journey,Nebraska,68832
1000 East Side Road,Woodstock,Lincoln / Woodstock KOA Holiday,New Hampshire,03293
6252 Elon Rd,Monroe-3012,Lynchburg  / Blue Ridge Parkway KOA Holiday,Virginia,24574
7400 Brookside Lane,Fredericksburg-8856,Fredericksburg / Washington DC South KOA Holiday,Virginia,22408
47 Fox Trail Loop,Fancy Gap,Fancy Gap / Blue Ridge Parkway KOA Journey,Virginia,24328
2940 Sussex Drive,Emporia,Emporia / I-95 KOA,Virginia,23847
893 White Mountain Highway - PO Box 484,Tamworth,Chocorua KOA Holiday,New Hampshire,03886
12480 Mountain Valley Road,Broadway,Harrisonburg / Shenandoah Valley KOA Holiday,Virginia,22815
2400 US-25,Travelers Rest,Travelers Rest / N Greenville KOA Holiday,South Carolina,29690
14 Campground Rd  (I-95 @ Exit 33) & US 17,Yemassee,Point South / I-95 / Yemassee KOA Holiday,South Carolina,29945
1268 Gordon Road,Summerton,Santee / Santee Lakes KOA Journey,South Carolina,29148
567 Fairview Church Rd,Kinards,Newberry / I-26 / Sumter NF KOA Journey,South Carolina,29355
940 Gold Hill Road,Fort Mill,Charlotte / Fort Mill KOA Journey,South Carolina,29708
3825 Red Hill RD,Charlottesville,Charlottesville KOA Holiday,Virginia,22903
9494 U.S. Highway 78,Ladson,Charleston KOA Holiday,South Carolina,29456
613 5th Avenue South,Myrtle Beach,Myrtle Beach KOA Resort,South Carolina,29577
32246 Lankford Highway,Cape Charles,Cape Charles / Chesapeake Bay KOA Resort,Virginia,23310
1330 NW Pacific Coast Highway,Waldport,Waldport / Newport KOA Journey,Oregon,97394
200 Wham Road,Anderson,Anderson / Lake Hartwell KOA Holiday,South Carolina,29625
3157 N Highway 17,Mount Pleasant,Mount Pleasant / Charleston KOA Holiday,South Carolina,29466
609 Fort McKay,Sutherlin,Sutherlin / Umpqua Valley KOA,Oregon,97479
1375 SE 3RD St.,Pendleton-4101,Pendleton KOA Journey,Oregon,97801
68632 Hwy 101,North Bend,Oregon Dunes KOA Holiday,Oregon,97459
5298 Northeast Park Lane,Otis,Lincoln City KOA Journey,Oregon,97368
2435 Southwest Jericho Lane,Culver,Redmond / Central Oregon KOA Holiday,Oregon,97734
2610 Birds Point Road,Idleyld Park,Lemolo Lake / Crater Lake North KOA Holiday,Oregon,97447
699 Jumpoff Joe Creek Road,Grants Pass,Grants Pass KOA Journey,Oregon,97526
841 NE Forest Lane,Cascade Locks,Cascade Locks / Portland East KOA Holiday,Oregon,97014
12297 Blackwell Road,Central Point,Medford / Gold Hill KOA Journey,Oregon,97502
3435 Shasta Way,Klamath Falls,Klamath Falls KOA Journey,Oregon,97603
46612 Highway 101 South,Langlois,Bandon / Port Orford KOA Journey,Oregon,97450
1100 Northwest Ridge Road,Hammond,Astoria / Warrenton / Seaside KOA Resort,Oregon,97121
5800 North Old Highway 91,Hurricane,St. George / Hurricane KOA Journey,Utah,84737
1550 North 1750 West,Springville,Springville / Provo KOA Holiday,Utah,84663
930 North Vernal Avenue,Vernal,Vernal / Dinosaurland KOA Holiday,Utah,84078
235 South 1780 East,Green River,Green River KOA Journey,Utah,84525
"Milepost 2, Highway 163",Monument Valley,Monument Valley KOA Journey,Utah,84536
410 West 900 South,Fillmore,Fillmore KOA Journey,Utah,84631
320 West Highway 43,Manila,Flaming Gorge / Manila KOA Journey,Utah,84046
3225 South Highway 191,Moab,Moab KOA Holiday,Utah,84532
1040 West 3600 South,Perry,Brigham City / Perry South KOA Journey,Utah,84302
1428 N Manderfield Road (Hwy 357),Beaver,Beaver KOA Journey,Utah,84713
33775 Oakville Road South,Albany,Albany / Corvallis KOA Journey,Oregon,97321
145 N. 300 W.,Garden City,Bear Lake / Trail Side KOA Journey,Utah,84028
485 North Bear Lake Blvd,Garden City,Bear Lake / Marina Side KOA Holiday,Utah,84028
8533 State Highway 73,Townsend,Townsend / Great Smokies KOA Holiday,Tennessee,37882
269 Murray's Chapel Road,Sweetwater,Sweetwater / I-75 / Exit 62 KOA Holiday,Tennessee,37874
590 West 600 South,Richfield,Richfield KOA Holiday,Utah,84701
1400 West North Temple,Salt Lake City,Salt Lake City KOA Holiday,Utah,84116
2100 Safari Camp Road,Lebanon,Nashville East / Lebanon KOA Journey,Tennessee,37090
2626 Music Valley Drive,Nashville,Nashville KOA Resort,Tennessee,37214
240 KOA Lane,Newport,Newport / I-40 / Smoky Mountains KOA Journey,Tennessee,37821
3122 Veterans Blvd.,Pigeon Forge,Pigeon Forge / Gatlinburg KOA Holiday,Tennessee,37863
3937 Hwy 81 S,Jonesborough,Jonesborough / Cherokee NF KOA Journey,Tennessee,37659
6290 East Antioch Road,Buchanan,Paris Landing / Kentucky Lake KOA Holiday,Tennessee,38222
648 Pleasant Grove Road,McDonald,Chattanooga North / Cleveland KOA Journey,Tennessee,37353
473 Barrren Hollow Road,Hurricane Mills,Buffalo / I-40 / Exit 143 KOA Journey,Tennessee,37078
205 E. Highway 71,Rawlins,Rawlins KOA Journey,Wyoming,82301
425 Rocky Branch Rd,Blountville,Bristol / Kingsport KOA Holiday,Tennessee,37617
4874 Hooper Highway,Cosby,Gatlinburg East / Smoky Mountain KOA Holiday,Tennessee,37722
7485 Horton Highway,Greeneville,Baileyton KOA Holiday,Tennessee,37745
6575 US-70,Crossville,Crossville / I-40 KOA Holiday,Tennessee,38555
399 North 2nd Street,Greybull,Greybull KOA Holiday,Wyoming,82426
168 Cold Springs Road (Highway 91),Douglas,Douglas KOA Journey,Wyoming,82633
225 Welty Street,Dubois,Dubois / Wind River KOA Holiday,Wyoming,82513
60 Highway 110,Devils Tower-0100,Devils Tower / Black Hills KOA Journey,Wyoming,82714
1545 State Highway 413,Lyman,Lyman KOA Journey,Wyoming,82937
1101 Prairie Lane,Bar Nunn,Casper KOA Journey,Wyoming,82601
87 US Highway 16 East,Buffalo,Buffalo KOA Journey,Wyoming,82834
5561 Greybull Highway,Cody,Cody KOA Holiday,Wyoming,82414
659 North Street,Houlton,Houlton / Canadian Border KOA Journey,Maine,04730
295 Sebago Road,Naples,Naples KOA Holiday,Maine,04055
21 Flat Rock Bridge Road,Lebanon,Lebanon KOA Holiday on Salmon Falls River,Maine,04027
18 Cabin Road,Canaan,Skowhegan / Kennebec Valley KOA Journey,Maine,04924
136 County Road,Bar Harbor,Bar Harbor / Oceanside KOA Holiday,Maine,04609
82 Big Skye Lane,Durham,Freeport / Durham KOA Holiday,Maine,04222
30 Mallard Drive,Richmond,Augusta / Gardiner KOA Journey,Maine,04357
32 Leaches Point Rd,Orland,Bucksport / Fort Knox KOA Holiday,Maine,04472
4550 La Porte Rd ( Hess Rd),Waterloo,Waterloo / Lost Island Waterpark KOA Resort,Iowa,50701
602 Main Road,Holden,Bangor / Holden KOA Holiday,Maine,04429
21788 Dogwood Avenue,Onawa-8665,Onawa / Blue Lake KOA Holiday,Iowa,51040
34308 L Avenue,Adel,Des Moines West KOA Holiday,Iowa,50003
3157 West Chain of Rocks Road,Granite City,St. Louis N.E. / I-270 / Granite City  KOA Journey,Illinois,62040
4320 KOA Road,Rochester,Springfield KOA Journey,Illinois,62563
2311 78th Avenue West,Rock Island,Rock Island / Quad Cities KOA Holiday,Illinois,61201
1440 Highway 1383,Russell Springs,Russell Springs KOA Journey,Kentucky,42642
4793 US Highway 62,Calvert City,Paducah / I-24 / Kentucky Lake KOA Journey,Kentucky,42029
1601 East 36th Street South,Newton,Newton / Des Moines East KOA Journey,Iowa,50208
184 KOA Campground Rd,Mt. Vernon,Renfro Valley KOA Holiday,Kentucky,40456
425 East 6000 South Road,Chebanse,Kankakee South KOA Holiday,Illinois,60922
200 Koehler St.,Grayville,Grayville / I-64 KOA Holiday,Illinois,62844
1081 US HWY 150 E,Knoxville,Galesburg East / Knoxville KOA Journey,Illinois,61448
10982 US Highway 20 West,Lena,Lena KOA Holiday,Illinois,61048
1500 North DuQuoin Street,Benton,Benton KOA Journey,Illinois,62812
1777 Prizer Point Rd.,Cadiz,Kentucky Lakes / Prizer Point KOA,Kentucky,42211
KOA AVE,Horse Cave,Horse Cave KOA Holiday,Kentucky,42749
171 East City Dam Road,Corbin,Corbin / Laurel Lake KOA Journey,Kentucky,40701
1248 East 1250th Road,Casey,Casey KOA Journey,Illinois,62420
8404 South Union Road,Union,Chicago Northwest KOA Holiday,Illinois,60180
1960 Three Springs Road,Bowling Green,Bowling Green KOA Holiday,Kentucky,42104
2433 Highway 44 East,Shepherdsville,Louisville South KOA Holiday,Kentucky,40165
80 KOA Lane,Argillite,Ashland / Huntington West KOA Holiday,Kentucky,41121
